Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
Addictions Counselor Assistant Hourly Overnights- South Beach ATC,106995,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106995"">Addictions Counselor Assistant Hourly Overnights- South Beach ATC</a>]"
Motor Vehicle Operator Hourly (South Beach ATC),106997,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=106997"">Motor Vehicle Operator Hourly (South Beach ATC)</a>]"
"Education Supervisor - General, Mohawk Valley Psychiatric Center, Children and Youth, P23009 ",107041,19,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=107041"">Education Supervisor - General, Mohawk Valley Psychiatric Center, Children and Youth, P23009 </a>]"
RN2 Registered Nurse 2  RN 2  EOA# 22-105R  Newburgh,107044,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=107044"">RN2 Registered Nurse 2  RN 2  EOA# 22-105R  Newburgh</a>]"
"Nurse 2 Psychiatric, Central New York Psychiatric Center – Sing Sing Satellite Unit, P23011",107045,16,"Mental Health, Office of",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=107045"">Nurse 2 Psychiatric, Central New York Psychiatric Center – Sing Sing Satellite Unit, P23011</a>]"
"Associate Psychologist, Central New York Psychiatric Center, Marcy, P23012",107046,23,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=107046"">Associate Psychologist, Central New York Psychiatric Center, Marcy, P23012</a>]"
"Licensed Psychologist, Buffalo Psychiatric Center, P23015",107051,25,"Mental Health, Office of",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=107051"">Licensed Psychologist, Buffalo Psychiatric Center, P23015</a>]"
Library Clerk 2 Part Time,107090,NS,"Corrections and Community Supervision, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107090"">Library Clerk 2 Part Time</a>]"
Alcohol and Substance Abuse Treatment Program Assistant,107098,14,"Corrections and Community Supervision, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107098"">Alcohol and Substance Abuse Treatment Program Assistant</a>]"
"Project Manager, Southern Tier RO",107101,NS,"Empire State Development, NYS ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107101"">Project Manager, Southern Tier RO</a>]"
Licensed Master Social Worker 2,107115,20,"Corrections and Community Supervision, Department of ",12/31/22,"[<a href=""vacancyDetailsView.cfm?id=107115"">Licensed Master Social Worker 2</a>]"
"Dietitian 2, Creedmoor Psychiatric Center, P23018",107116,18,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=107116"">Dietitian 2, Creedmoor Psychiatric Center, P23018</a>]"
Associate Psychologist,107122,23,"Children & Family Services, Office of ",09/22/22,"[<a href=""vacancyDetailsView.cfm?id=107122"">Associate Psychologist</a>]"
Psychologist 2,107124,23,"Children & Family Services, Office of ",09/22/22,"[<a href=""vacancyDetailsView.cfm?id=107124"">Psychologist 2</a>]"
"Plant Utilities Engineer 1, Rockland Psychiatric Center, P23021",107126,14,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=107126"">Plant Utilities Engineer 1, Rockland Psychiatric Center, P23021</a>]"
"Cleaner, Rockland Clidren's Psychiatric Center, Cleaner, P23022",107130,05,"Mental Health, Office of",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=107130"">Cleaner, Rockland Clidren's Psychiatric Center, Cleaner, P23022</a>]"
"Mental Hygiene Staff Development Specialist 2, Western New York Children's Psychiatric Center, P23026 ",107142,14,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107142"">Mental Hygiene Staff Development Specialist 2, Western New York Children's Psychiatric Center, P23026 </a>]"
"Special Education Assistant (Substitute), (Continuous Recruitment),  SEA Sub - Batavia",107207,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=107207"">Special Education Assistant (Substitute), (Continuous Recruitment),  SEA Sub - Batavia</a>]"
"Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Oakview, P23031",107217,19,"Mental Health, Office of",08/02/22,"[<a href=""vacancyDetailsView.cfm?id=107217"">Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Oakview, P23031</a>]"
"Licensed Master Social Worker 2, Secure Treatment and Rehabilitation Center, STARC, Bridgeview, P23032",107218,20,"Mental Health, Office of",08/16/22,"[<a href=""vacancyDetailsView.cfm?id=107218"">Licensed Master Social Worker 2, Secure Treatment and Rehabilitation Center, STARC, Bridgeview, P23032</a>]"
"Social Work Assistant 3, Pilgrim Psychiatric Center, P23033",107219,17,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=107219"">Social Work Assistant 3, Pilgrim Psychiatric Center, P23033</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Attica Satellite Unit, P23036",107226,20,"Mental Health, Office of",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107226"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Attica Satellite Unit, P23036</a>]"
"Rehabilitation Counselor 2, Central New York Psychiatric Center – Great Meadow Satellite Unit, P23037",107228,19,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107228"">Rehabilitation Counselor 2, Central New York Psychiatric Center – Great Meadow Satellite Unit, P23037</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Green Haven Satellite Unit, P23038",107230,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=107230"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Green Haven Satellite Unit, P23038</a>]"
"Rehabilitation Counselor 1, Central New York Psychiatric Center – Upstate Satellite Unit, P23039",107233,17,"Mental Health, Office of",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=107233"">Rehabilitation Counselor 1, Central New York Psychiatric Center – Upstate Satellite Unit, P23039</a>]"
"Rehabilitation Counselor 2, Central New York Psychiatric Center – Elmira Satellite Unit, P23041",107236,19,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107236"">Rehabilitation Counselor 2, Central New York Psychiatric Center – Elmira Satellite Unit, P23041</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Albany Pre Release, P22934",107283,20,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107283"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Albany Pre Release, P22934</a>]"
"Food Service Worker 1, Secure Treatment and Rehabilitation Center, STARC, Oakview, Marcy, Food Service, P22694",107284,05,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107284"">Food Service Worker 1, Secure Treatment and Rehabilitation Center, STARC, Oakview, Marcy, Food Service, P22694</a>]"
"Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Bridgeview, P22791",107285,19,"Mental Health, Office of",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=107285"">Rehabilitation Counselor 2, Secure Treatment and Rehabilitation Center, Bridgeview, P22791</a>]"
"Director, Internal Audit",107293,NS,"Military and Naval Affairs, Division of ",09/30/22,"[<a href=""vacancyDetailsView.cfm?id=107293"">Director, Internal Audit</a>]"
"Teacher 2, 3, 4",107299,13,"Children & Family Services, Office of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=107299"">Teacher 2, 3, 4</a>]"
Thruway Maintenance Worker (Trainee),107302,NS,Thruway Authority,08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107302"">Thruway Maintenance Worker (Trainee)</a>]"
Licensed Psychologist,107306,25,"Children & Family Services, Office of ",09/13/22,"[<a href=""vacancyDetailsView.cfm?id=107306"">Licensed Psychologist</a>]"
"Assistant Attorney General, Civil Rights Bureau(CRI_NYC_AAG_3480)",107308,NS,"Attorney General, Office of the",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=107308"">Assistant Attorney General, Civil Rights Bureau(CRI_NYC_AAG_3480)</a>]"
Tax Modernization Student Assistant,107338,NS,"Information Technology Services, Office of",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=107338"">Tax Modernization Student Assistant</a>]"
Information Technology Specialist 2 (Programming) – Tax Modernization,107340,NS,"Information Technology Services, Office of",08/01/22,"[<a href=""vacancyDetailsView.cfm?id=107340"">Information Technology Specialist 2 (Programming) – Tax Modernization</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Elmgrove),107353,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107353"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Elmgrove)</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Pittsford),107354,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107354"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Pittsford)</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Lakeville),107355,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107355"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Lakeville)</a>]"
Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Batavia),107356,NS,"Transportation, Department of ",08/29/22,"[<a href=""vacancyDetailsView.cfm?id=107356"">Bridge Repair Assistant /Bridge Repair Assistant Trainee 1/Bridge Repair Assistant Trainee 2 (Region 4- Batavia)</a>]"
"Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126",107378,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107378"">Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Capital District Psychiatric Center, NP22127",107380,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107380"">Nurse 1 / Nurse 2, Psychiatric, Capital District Psychiatric Center, NP22127</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22075",107382,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107382"">Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22075</a>]"
"Nurse Practitioner (Psychiatry), Bronx Psychiatric Center, NP22129",107387,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107387"">Nurse Practitioner (Psychiatry), Bronx Psychiatric Center, NP22129</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22128",107388,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107388"">Nurse 1 / Nurse 2, Psychiatric, Bronx Psychiatric Center, NP22128</a>]"
"Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22077",107391,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107391"">Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22077</a>]"
"Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22130",107393,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107393"">Nurse Practitioner (Psychiatry), Greater Binghamton Health Center, NP22130</a>]"
"Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126",107394,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107394"">Nurse Practitioner (Psychiatry), Capital District Psychiatric Center, NP22126</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22131",107396,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107396"">Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22131</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22132",107409,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107409"">Nurse 1 / Nurse 2, Psychiatric, Elmira Psychiatric Center, NP22132</a>]"
"Nurse 1/ Nurse 2, Psychiatric, New York City Children's Center, Bronx Campus, NP22133",107412,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107412"">Nurse 1/ Nurse 2, Psychiatric, New York City Children's Center, Bronx Campus, NP22133</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Elmira Children and Youth Psychiatric Center, NP22134",107414,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107414"">Nurse 1 / Nurse 2, Psychiatric, Elmira Children and Youth Psychiatric Center, NP22134</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Buffalo Psychiatric Center, NP22135",107415,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107415"">Nurse 1 / Nurse 2, Psychiatric, Buffalo Psychiatric Center, NP22135</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Western New York Children's Psychiatric Center, NP22136",107418,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107418"">Nurse 1 / Nurse 2, Psychiatric, Western New York Children's Psychiatric Center, NP22136</a>]"
"Nurse Practitioner (Psychiatry), Buffalo Psychiatric Center, NP22137",107419,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107419"">Nurse Practitioner (Psychiatry), Buffalo Psychiatric Center, NP22137</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Kingsboro Psychiatric Center, NP22138",107421,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107421"">Nurse 1 / Nurse 2, Psychiatric, Kingsboro Psychiatric Center, NP22138</a>]"
"Nurse Practitioner (Psychiatry), Kingsboro Psychiatric Center, NP22139",107429,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107429"">Nurse Practitioner (Psychiatry), Kingsboro Psychiatric Center, NP22139</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Rochester Psychiatric Center, NP22140",107431,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107431"">Nurse 1 / Nurse 2, Psychiatric, Rochester Psychiatric Center, NP22140</a>]"
"Nurse 1 / Nurse 2, Psychiatric, New York State Psychiatric Institute, NP22141",107436,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107436"">Nurse 1 / Nurse 2, Psychiatric, New York State Psychiatric Institute, NP22141</a>]"
Addictions Counselor Assistant - HOURLY (Creedmoor ATC),107438,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=107438"">Addictions Counselor Assistant - HOURLY (Creedmoor ATC)</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Greater Binghamton Health Center, NP22142",107441,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107441"">Nurse 1 / Nurse 2, Psychiatric, Greater Binghamton Health Center, NP22142</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Washington Heights Psychiatric Center, NP22143",107445,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107445"">Nurse 1 / Nurse 2, Psychiatric, Washington Heights Psychiatric Center, NP22143</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Central New York Psychiatric Center, Marcy, NP22144",107446,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107446"">Nurse 1 / Nurse 2, Psychiatric, Central New York Psychiatric Center, Marcy, NP22144</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Mohawk Valley Psychiatric Center, NP22145",107447,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107447"">Nurse 1 / Nurse 2, Psychiatric, Mohawk Valley Psychiatric Center, NP22145</a>]"
"Nurse Practitioner - Psychiatric, Hutchings Psychiatric Center, NP22146",107448,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107448"">Nurse Practitioner - Psychiatric, Hutchings Psychiatric Center, NP22146</a>]"
"Nurse 1, Hutchings Psychiatric Center, NP22147",107450,14,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107450"">Nurse 1, Hutchings Psychiatric Center, NP22147</a>]"
"Nurse 2, Psychiatric, Hutchings Psychiatric Center, NP22148",107457,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107457"">Nurse 2, Psychiatric, Hutchings Psychiatric Center, NP22148</a>]"
"Nurse 1 / Nurse 2, Psychiatric, Hutchings Children and Youth Psychiatric Center, NP22149",107460,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107460"">Nurse 1 / Nurse 2, Psychiatric, Hutchings Children and Youth Psychiatric Center, NP22149</a>]"
"Nurse 1 / Nurse 2 Psychiatric, New York City Children’s Center – Queens Campus, NP22150",107462,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107462"">Nurse 1 / Nurse 2 Psychiatric, New York City Children’s Center – Queens Campus, NP22150</a>]"
"Nurse Practitioner (Psychiatry), Manhattan Psychiatric Center, NP22151",107463,24,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107463"">Nurse Practitioner (Psychiatry), Manhattan Psychiatric Center, NP22151</a>]"
"Nurse 2 (Psychiatric), Manhattan Psychiatric Center, NP22152",107465,16,"Mental Health, Office of",09/29/22,"[<a href=""vacancyDetailsView.cfm?id=107465"">Nurse 2 (Psychiatric), Manhattan Psychiatric Center, NP22152</a>]"
