Job Title,Job Number,Job Grade,Job Agency,Application Due By,Link To Job
"Equal Opportunity Specialist 1, Box EXEC-117/46024",109117,18,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109117"">Equal Opportunity Specialist 1, Box EXEC-117/46024</a>]"
Unit Chief (Director Financial Services Programs 2),109124,33,"Financial Services, Department of",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109124"">Unit Chief (Director Financial Services Programs 2)</a>]"
"Health Program Administrator, or Trainee - 22832",109130,18,"Health, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109130"">Health Program Administrator, or Trainee - 22832</a>]"
"Associate in Instructional Services (Physical Education), Box P12-2197/65006",109134,26,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109134"">Associate in Instructional Services (Physical Education), Box P12-2197/65006</a>]"
Employment Counselor (Hourly) - Schenectady,109138,Hourly,"Labor, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109138"">Employment Counselor (Hourly) - Schenectady</a>]"
Confidential Legal Assistant (working title: Paralegal),109142,NS,"Indigent Legal Services, Office of  ",08/22/22,"[<a href=""vacancyDetailsView.cfm?id=109142"">Confidential Legal Assistant (working title: Paralegal)</a>]"
"Trades Specialist, Electrician, Mohawk Valley Psychiatric Center, P23132",109146,12,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109146"">Trades Specialist, Electrician, Mohawk Valley Psychiatric Center, P23132</a>]"
Professional Engineer 1 (Civil/Transportation) ,109148,24,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109148"">Professional Engineer 1 (Civil/Transportation) </a>]"
"Licensed Master Social Worker 2, Buffalo Psychiatric Center, Zoar Valley Clinic, P23133",109150,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109150"">Licensed Master Social Worker 2, Buffalo Psychiatric Center, Zoar Valley Clinic, P23133</a>]"
Engineering Technician Trainee/ Senior Engineering Technician,109152,13,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109152"">Engineering Technician Trainee/ Senior Engineering Technician</a>]"
Office Assistant 1 - Keyboarding,109154,06,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109154"">Office Assistant 1 - Keyboarding</a>]"
"Nurse 3 Psychiatric, Rockland Psychiatric Center, P23135",109158,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109158"">Nurse 3 Psychiatric, Rockland Psychiatric Center, P23135</a>]"
"Transportation Supervisor 1, Kingsboro Psychiatric Center, P23136",109162,11,"Mental Health, Office of",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109162"">Transportation Supervisor 1, Kingsboro Psychiatric Center, P23136</a>]"
"Nurse 3 Psychiatric, Kingsboro Psychiatric Center, P23137",109164,20,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109164"">Nurse 3 Psychiatric, Kingsboro Psychiatric Center, P23137</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Upstate Satellite Unit, P23139",109168,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109168"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Upstate Satellite Unit, P23139</a>]"
"Licensed Master Social Worker 2, Central New York Psychiatric Center, Wende Satellite Unit, P23140",109170,20,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109170"">Licensed Master Social Worker 2, Central New York Psychiatric Center, Wende Satellite Unit, P23140</a>]"
"Licensed Psychologist, Central New York Psychiatric Center – Albion Satellite Units, P23141",109172,25,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109172"">Licensed Psychologist, Central New York Psychiatric Center – Albion Satellite Units, P23141</a>]"
"Licensed Psychologist, Central New York Psychiatric Center – Auburn Satellite Units, P23143",109174,25,"Mental Health, Office of",09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109174"">Licensed Psychologist, Central New York Psychiatric Center – Auburn Satellite Units, P23143</a>]"
Laboratory Equipment Designer - 11310,109176,17,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109176"">Laboratory Equipment Designer - 11310</a>]"
"Health Facility Management Assistant, Bronx Psychiatric Center,P23145",109178,18,"Mental Health, Office of",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109178"">Health Facility Management Assistant, Bronx Psychiatric Center,P23145</a>]"
Program Aide - 12370,109181,13,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109181"">Program Aide - 12370</a>]"
Licensed Psychologist,109183,25,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109183"">Licensed Psychologist</a>]"
Associate Psychologist,109185,23,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109185"">Associate Psychologist</a>]"
Psychologist 2,109187,23,"Children & Family Services, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109187"">Psychologist 2</a>]"
Project Coordinator (Hourly)- Albany,109191,NS,"Labor, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109191"">Project Coordinator (Hourly)- Albany</a>]"
Trades Generalist (Kingsboro Addiction Treatment Center),109196,12,"Addiction Services and Supports, Office of ",08/06/22,"[<a href=""vacancyDetailsView.cfm?id=109196"">Trades Generalist (Kingsboro Addiction Treatment Center)</a>]"
Office Assistant 1 Keyboarding ,109200,06,"Corrections and Community Supervision, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109200"">Office Assistant 1 Keyboarding </a>]"
"Associate in Continuing Education, Box ACS-2682/66208",109203,26,"Education Department, State",08/15/22,"[<a href=""vacancyDetailsView.cfm?id=109203"">Associate in Continuing Education, Box ACS-2682/66208</a>]"
"Food Service Worker 2, Sagamore Children's Psychiatric Center, P23148",109209,09,"Mental Health, Office of",08/24/22,"[<a href=""vacancyDetailsView.cfm?id=109209"">Food Service Worker 2, Sagamore Children's Psychiatric Center, P23148</a>]"
Equal Opportunity Specialist 1,109211,18,"Corrections and Community Supervision, Department of ",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=109211"">Equal Opportunity Specialist 1</a>]"
Boiler Inspector - Binghamton,109215,14,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109215"">Boiler Inspector - Binghamton</a>]"
Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits,109221,18,"Civil Service, Department of ",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109221"">Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits</a>]"
Boiler Inspector - Utica,109223,14,"Labor, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109223"">Boiler Inspector - Utica</a>]"
Business Systems Analyst 1 (Business Systems Analyst Trainee 1) - Item #03752,109227,18,"State Comptroller, Office of the ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109227"">Business Systems Analyst 1 (Business Systems Analyst Trainee 1) - Item #03752</a>]"
Veterinarian 2,109229,27,"Agriculture & Markets, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109229"">Veterinarian 2</a>]"
Engineer Trainee/Assistant Engineer (Civil/Transportation),109233,18,"Transportation, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109233"">Engineer Trainee/Assistant Engineer (Civil/Transportation)</a>]"
Vocational Rehabilitation Counselor,109237,19,"Children & Family Services, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109237"">Vocational Rehabilitation Counselor</a>]"
Office Assistant 1 Keyboarding,109240,06,"Children & Family Services, Office of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109240"">Office Assistant 1 Keyboarding</a>]"
"Teacher 2, 3, 4",109243,13,"Children & Family Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109243"">Teacher 2, 3, 4</a>]"
"Assistant Attorney General, Claims Bureau – Contract Litigation Section Albany (CLA/CLS_ALB_AAG_3476)",109248,NS,"Attorney General, Office of the",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109248"">Assistant Attorney General, Claims Bureau – Contract Litigation Section Albany (CLA/CLS_ALB_AAG_3476)</a>]"
Substitute Teacher,109250,NS,"Children & Family Services, Office of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109250"">Substitute Teacher</a>]"
Thruway Maintenance Worker (Trainee),109253,NS,Thruway Authority,08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109253"">Thruway Maintenance Worker (Trainee)</a>]"
Research Scientist 1 (Molecular Biology) - 14583  ,109258,18,"Health, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109258"">Research Scientist 1 (Molecular Biology) - 14583  </a>]"
"Maintenance Assistant (Temporary/Hourly) – Four positions, Central Office;",109260,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109260"">Maintenance Assistant (Temporary/Hourly) – Four positions, Central Office;</a>]"
"Maintenance Assistant (Temporary/Hourly) – Five Positions, Central Office;",109262,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109262"">Maintenance Assistant (Temporary/Hourly) – Five Positions, Central Office;</a>]"
Administrative Assistant,109265,NS,"Judicial Conduct, State Commission on",08/25/22,"[<a href=""vacancyDetailsView.cfm?id=109265"">Administrative Assistant</a>]"
Senior Accountant (Accountant Trainee) - Item# 07985,109269,18,"State Comptroller, Office of the ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109269"">Senior Accountant (Accountant Trainee) - Item# 07985</a>]"
Senior Administrative Analyst,109273,18,"Veteran's Affairs, Division of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109273"">Senior Administrative Analyst</a>]"
"Maintenance Assistant (Temporary/Hourly) - Two positions, Central Office;",109276,NS,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109276"">Maintenance Assistant (Temporary/Hourly) - Two positions, Central Office;</a>]"
Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits,109285,18,"Civil Service, Department of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109285"">Human Resources Specialist Tr. 1 Benefits/Human Resources Specialist 1 Benefits</a>]"
Clinical Laboratory Consultant - 45168,109287,22,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109287"">Clinical Laboratory Consultant - 45168</a>]"
Office Assistant 1  - 11288,109289,06,"Health, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109289"">Office Assistant 1  - 11288</a>]"
Office Assistant 2 (Calculations),109294,09,College at Oneonta,08/02/22,"[<a href=""vacancyDetailsView.cfm?id=109294"">Office Assistant 2 (Calculations)</a>]"
"Special Assistant Attorney General, Medicaid Fraud Control Unit – Albany  (MFCU_ALB_SAAG_3488)",109299,NS,"Attorney General, Office of the",09/02/22,"[<a href=""vacancyDetailsView.cfm?id=109299"">Special Assistant Attorney General, Medicaid Fraud Control Unit – Albany  (MFCU_ALB_SAAG_3488)</a>]"
Vocational Instructor 1-4 (Painting),109301,17,"Corrections and Community Supervision, Department of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109301"">Vocational Instructor 1-4 (Painting)</a>]"
"Maintenance Assistant (Temporary/Hourly) – Two Positions, Central Office;",109305,Hourly,"Mental Health, Office of",09/05/22,"[<a href=""vacancyDetailsView.cfm?id=109305"">Maintenance Assistant (Temporary/Hourly) – Two Positions, Central Office;</a>]"
Director of Human Trafficking Prevention,109311,664,"Criminal Justice Services, Division of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109311"">Director of Human Trafficking Prevention</a>]"
Licensed Practical Nurse (McPike Addiction Treatment Center),109313,10,"Addiction Services and Supports, Office of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109313"">Licensed Practical Nurse (McPike Addiction Treatment Center)</a>]"
Research Scientist 1,109316,18,"Criminal Justice Services, Division of ",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109316"">Research Scientist 1</a>]"
Research Scientist 1,109318,18,"Criminal Justice Services, Division of ",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109318"">Research Scientist 1</a>]"
Licensed Practical Nurse,109320,10,"People With Developmental Disabilities, Office for",08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109320"">Licensed Practical Nurse</a>]"
Health Information Management Tech 2 (HIM Tech 2) - Broome,109323,15,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109323"">Health Information Management Tech 2 (HIM Tech 2) - Broome</a>]"
Health Information Management Tech 2 (HIM Tech 2) - Broome,109331,15,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109331"">Health Information Management Tech 2 (HIM Tech 2) - Broome</a>]"
Library Clerk 2 ,109335,NS,"Corrections and Community Supervision, Department of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109335"">Library Clerk 2 </a>]"
Employee Insurance Examiner 1,109337,11,"Civil Service, Department of ",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109337"">Employee Insurance Examiner 1</a>]"
"Executive Director, Box P12-2203/21142",109341,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=109341"">Executive Director, Box P12-2203/21142</a>]"
C220101 - Maintenance Supervisor - Campus Living Maintenance,109344,14,University at Buffalo,08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109344"">C220101 - Maintenance Supervisor - Campus Living Maintenance</a>]"
Immigrant Workers Specialist 3 - Buffalo,109346,662,"Labor, Department of ",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109346"">Immigrant Workers Specialist 3 - Buffalo</a>]"
Transportation Analyst/Trainee 1/Trainee 2,109348,18,"Transportation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109348"">Transportation Analyst/Trainee 1/Trainee 2</a>]"
Senior Attorney,109352,25,"Agriculture & Markets, Department of ",08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109352"">Senior Attorney</a>]"
"Office Assistant 1, Central Office;",109354,06,"Mental Health, Office of",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109354"">Office Assistant 1, Central Office;</a>]"
Fish and Wildlife Technician 1 (Seasonal) ,109357,Hourly,"Environmental Conservation, Department of ",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109357"">Fish and Wildlife Technician 1 (Seasonal) </a>]"
Internal Investigator 1,109359,18,"People With Developmental Disabilities, Office for",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109359"">Internal Investigator 1</a>]"
"Deputy Director, Psychiatric Center 1 - Administration, M-4, P23152",109363,664,"Mental Health, Office of",08/23/22,"[<a href=""vacancyDetailsView.cfm?id=109363"">Deputy Director, Psychiatric Center 1 - Administration, M-4, P23152</a>]"
Habilitation Specialist 1   EOA# 22-251,109368,14,"People With Developmental Disabilities, Office for",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109368"">Habilitation Specialist 1   EOA# 22-251</a>]"
RN2  Registered Nurse 2  RN 2  EOA# 22-253,109370,16,"People With Developmental Disabilities, Office for",01/07/23,"[<a href=""vacancyDetailsView.cfm?id=109370"">RN2  Registered Nurse 2  RN 2  EOA# 22-253</a>]"
"Regional Director, Mohawk Valley	",109375,NS,"Empire State Development, NYS ",09/27/22,"[<a href=""vacancyDetailsView.cfm?id=109375"">Regional Director, Mohawk Valley	</a>]"
Habilitation Specialist 1 - CIT,109381,14,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109381"">Habilitation Specialist 1 - CIT</a>]"
Training Specialist 2 - Mental Hygiene,109387,23,"People With Developmental Disabilities, Office for",08/05/22,"[<a href=""vacancyDetailsView.cfm?id=109387"">Training Specialist 2 - Mental Hygiene</a>]"
Nurse 2,109390,NS,"Children & Family Services, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109390"">Nurse 2</a>]"
Associate Accountant (SAS) - Item #08648,109392,23,"State Comptroller, Office of the ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109392"">Associate Accountant (SAS) - Item #08648</a>]"
Auditor Trainee 1,109395,14,"Medicaid Inspector General, NYS Office of the ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109395"">Auditor Trainee 1</a>]"
Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC),109398,16,"Addiction Services and Supports, Office of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109398"">Nurse 2 Psychiatric or Nurse 1(M.A. Stutzman ATC)</a>]"
Project Manager- Job Order Contracting,109404,NS,DASNY - Dormitory Authority of the State of New York,09/01/22,"[<a href=""vacancyDetailsView.cfm?id=109404"">Project Manager- Job Order Contracting</a>]"
Office Assistant 1,109408,06,University at Albany,08/06/22,"[<a href=""vacancyDetailsView.cfm?id=109408"">Office Assistant 1</a>]"
Rehabilitation Counselor 2 - Broome,109411,19,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109411"">Rehabilitation Counselor 2 - Broome</a>]"
Habilitation Specialist 1 - Broome,109413,14,"People With Developmental Disabilities, Office for",08/09/22,"[<a href=""vacancyDetailsView.cfm?id=109413"">Habilitation Specialist 1 - Broome</a>]"
Associate Accountant - Item #07993,109415,23,"State Comptroller, Office of the ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109415"">Associate Accountant - Item #07993</a>]"
Youth Support Specialist (Perm),109420,14,"Children & Family Services, Office of ",08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109420"">Youth Support Specialist (Perm)</a>]"
Youth Support Assistant (Perm),109422,09,"Children & Family Services, Office of ",08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109422"">Youth Support Assistant (Perm)</a>]"
Hospital Nursing Services Consultant (Office of Professional Medical Conduct) - 59656,109424,22,"Health, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109424"">Hospital Nursing Services Consultant (Office of Professional Medical Conduct) - 59656</a>]"
"Instructor (Physical Education), Box ROM-372/00113",109427,NS,"Education Department, State",12/02/23,"[<a href=""vacancyDetailsView.cfm?id=109427"">Instructor (Physical Education), Box ROM-372/00113</a>]"
"Nurse 2 Psychiatric or Nurse 1, OVERNIGHTS (M.A. Stutzman ATC)",109431,16,"Addiction Services and Supports, Office of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109431"">Nurse 2 Psychiatric or Nurse 1, OVERNIGHTS (M.A. Stutzman ATC)</a>]"
"Human Resources Specialist 1/Trainee, Mid-Hudson Forensic Psychiatric Center, P23154",109434,NS,"Mental Health, Office of",08/17/22,"[<a href=""vacancyDetailsView.cfm?id=109434"">Human Resources Specialist 1/Trainee, Mid-Hudson Forensic Psychiatric Center, P23154</a>]"
"Trades Generalist, Mid-Hudson Forensic Psychiatric Center, P23155",109438,12,"Mental Health, Office of",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109438"">Trades Generalist, Mid-Hudson Forensic Psychiatric Center, P23155</a>]"
Research Scientist 4,109441,27,"Temporary and Disability Assistance, Office of ",08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109441"">Research Scientist 4</a>]"
Senior Certification Analyst,109443,18,"Empire State Development, NYS ",08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109443"">Senior Certification Analyst</a>]"
"Public Information Specialist 1 (Digital Content), WCB Item #4073",109445,18,Workers' Compensation Board,08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109445"">Public Information Specialist 1 (Digital Content), WCB Item #4073</a>]"
Highway Maintenance Worker 2,109447,10,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109447"">Highway Maintenance Worker 2</a>]"
Highway Maintenance Worker 2,109449,10,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109449"">Highway Maintenance Worker 2</a>]"
Trades Specialist (Bridge),109454,12,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109454"">Trades Specialist (Bridge)</a>]"
Maintenance Assistant,109456,09,"Transportation, Department of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109456"">Maintenance Assistant</a>]"
Engineer Trainee/Assistant Engineer (Civil/Transportation),109458,18,"Transportation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109458"">Engineer Trainee/Assistant Engineer (Civil/Transportation)</a>]"
Employment Counselor - Hicksville,109460,18,"Labor, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109460"">Employment Counselor - Hicksville</a>]"
Payroll Examiner 1(5 positions) ,109462,12,"Mental Health, Office of",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109462"">Payroll Examiner 1(5 positions) </a>]"
Licensed Master Social Worker 1 (Developmental Disabilities),109464,18,"People With Developmental Disabilities, Office for",08/10/22,"[<a href=""vacancyDetailsView.cfm?id=109464"">Licensed Master Social Worker 1 (Developmental Disabilities)</a>]"
Associate Certification Analyst,109466,23,"Empire State Development, NYS ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109466"">Associate Certification Analyst</a>]"
Service and Repair Assistant (Motor Equipment) (Seasonal),109468,Hourly,"Environmental Conservation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109468"">Service and Repair Assistant (Motor Equipment) (Seasonal)</a>]"
Plant Utilities Engineer 1,109471,14,"General Services, Office of ",08/04/22,"[<a href=""vacancyDetailsView.cfm?id=109471"">Plant Utilities Engineer 1</a>]"
Accountant Aide,109474,09,"Children & Family Services, Office of ",08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109474"">Accountant Aide</a>]"
Business Systems Analyst 1 / Trainee 1 / Trainee 2,109478,18,New York State Justice Center For The Protection Of People With Special Needs,08/13/22,"[<a href=""vacancyDetailsView.cfm?id=109478"">Business Systems Analyst 1 / Trainee 1 / Trainee 2</a>]"
"Senior Attorney, Central Office;",109485,661,"Mental Health, Office of",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109485"">Senior Attorney, Central Office;</a>]"
Maintenance Assistant (Hourly) - Dick Van Dyke ATC,109490,Hourly,"Addiction Services and Supports, Office of ",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109490"">Maintenance Assistant (Hourly) - Dick Van Dyke ATC</a>]"
"Office Assistant 1 (Keyboarding), Box P12-2211/04362",109493,06,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109493"">Office Assistant 1 (Keyboarding), Box P12-2211/04362</a>]"
Public Participation Specialist 1 ,109496,18,"Environmental Conservation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109496"">Public Participation Specialist 1 </a>]"
Office Assistant 1,109500,06,"Children & Family Services, Office of ",08/13/22,"[<a href=""vacancyDetailsView.cfm?id=109500"">Office Assistant 1</a>]"
Assistant Counsel (Lead Counsel - De Novo Unit),109503,NS,New York State Justice Center For The Protection Of People With Special Needs,08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109503"">Assistant Counsel (Lead Counsel - De Novo Unit)</a>]"
Assistant Counsel (Lead Counsel - De Novo Unit),109505,NS,New York State Justice Center For The Protection Of People With Special Needs,08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109505"">Assistant Counsel (Lead Counsel - De Novo Unit)</a>]"
Assistant Counsel (Lead Counsel - De Novo Unit),109507,NS,New York State Justice Center For The Protection Of People With Special Needs,08/28/22,"[<a href=""vacancyDetailsView.cfm?id=109507"">Assistant Counsel (Lead Counsel - De Novo Unit)</a>]"
Student Loan Control Representative 1,109511,11,University at Albany,08/07/22,"[<a href=""vacancyDetailsView.cfm?id=109511"">Student Loan Control Representative 1</a>]"
Maintenance Assistant (Seasonal),109513,Hourly,"Environmental Conservation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109513"">Maintenance Assistant (Seasonal)</a>]"
Trades Generalist (Seasonal),109515,Hourly,"Environmental Conservation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109515"">Trades Generalist (Seasonal)</a>]"
Public Information Specialist 2 (Digital Content),109517,23,"General Services, Office of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109517"">Public Information Specialist 2 (Digital Content)</a>]"
Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9,109521,NS,"Transportation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109521"">Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9</a>]"
Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9,109523,NS,"Transportation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109523"">Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9</a>]"
C220102 - Office Assistant 1 - College of Arts and Sciences,109525,06,University at Buffalo,08/03/22,"[<a href=""vacancyDetailsView.cfm?id=109525"">C220102 - Office Assistant 1 - College of Arts and Sciences</a>]"
Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9,109527,NS,"Transportation, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109527"">Bridge Repair Assistant / Trainee 2 / Trainee 1 Region 9</a>]"
C220103 - Teaching Hospital Sterile Supply Technician 1 - SDM Clinics,109529,07,University at Buffalo,01/26/23,"[<a href=""vacancyDetailsView.cfm?id=109529"">C220103 - Teaching Hospital Sterile Supply Technician 1 - SDM Clinics</a>]"
Project Coordinator (Vaccine Equity) - 22965,109533,NS,"Health, Department of ",08/19/22,"[<a href=""vacancyDetailsView.cfm?id=109533"">Project Coordinator (Vaccine Equity) - 22965</a>]"
Research Scientist 2 - Genetics - 14697,109539,22,"Health, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109539"">Research Scientist 2 - Genetics - 14697</a>]"
Public Health Nutritionist 1 - 45554,109541,22,"Health, Department of ",08/11/22,"[<a href=""vacancyDetailsView.cfm?id=109541"">Public Health Nutritionist 1 - 45554</a>]"
Environmental Program Director,109545,666,"Environmental Conservation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109545"">Environmental Program Director</a>]"
Office Assistant 1 (Seasonal) ,109547,Hourly,"Environmental Conservation, Department of ",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109547"">Office Assistant 1 (Seasonal) </a>]"
"Office Assistant 1, Box OHE-965/24728",109550,06,"Education Department, State",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109550"">Office Assistant 1, Box OHE-965/24728</a>]"
Community Correction Representative 2,109552,23,"Criminal Justice Services, Division of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109552"">Community Correction Representative 2</a>]"
Constituent Services Specialist,109555,07,"Senate, NYS",08/31/22,"[<a href=""vacancyDetailsView.cfm?id=109555"">Constituent Services Specialist</a>]"
Psychologist 2 - EOA #2022-164,109559,23,"People With Developmental Disabilities, Office for",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109559"">Psychologist 2 - EOA #2022-164</a>]"
Parks and Recreation Aide 2,109562,Hourly,"Parks, Recreation & Historic Preservation, Office of ",08/08/22,"[<a href=""vacancyDetailsView.cfm?id=109562"">Parks and Recreation Aide 2</a>]"
Chief Information Security Officer - 95000,109565,662,"Health, Department of ",08/26/22,"[<a href=""vacancyDetailsView.cfm?id=109565"">Chief Information Security Officer - 95000</a>]"
Community Mental Health Nurse,109567,19,"People With Developmental Disabilities, Office for",08/12/22,"[<a href=""vacancyDetailsView.cfm?id=109567"">Community Mental Health Nurse</a>]"
